2019-06-10 01:31:16,264 | base_dataset.py | line 319:  111 |  38.6  76.2  50.7  123.4     162     137     178
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  112 |  55.4  79.6  69.5   78.1      98      24      62
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  113 |  28.5  72.8  39.1  168.2     231     257     463
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  114 |  70.3  87.1  80.7  116.8     134      19      45
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  115 |  66.0  87.1  75.8  175.0     201      42      86
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  116 |  62.7  84.6  74.2  131.1     155      35      73
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  117 |  71.7  88.1  81.4   73.1      83      15      23
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  118 |  28.9  80.0  36.2   56.0      70      37     210
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  119 |  60.5  86.9  69.6   75.6      87      10      66
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  120 |  34.6  86.1  40.2   64.6      75      37     186
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  121 |  66.3  88.7  74.7   32.8      37       8      17
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  122 |  48.4  82.7  58.5   57.1      69      26      72
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  123 |  52.4  91.8  57.1    3.7       4       1       5
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  124 |  52.8  81.6  64.8  110.9     136      59      89
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  125 |  67.0  88.1  76.1   78.4      89      19      37
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  126 |  22.8  75.2  30.3  203.9     271     388     857
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  127 |  65.5  85.2  76.9  167.0     196      47      71
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  128 |  50.7  83.3  60.9  120.8     145      62     124
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  129 |  39.1  76.6  51.0   10.0      13       3      22
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  130 |  58.3  83.5  69.8   98.6     118      30      72
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  131 |   9.3  69.8  13.3    0.7       1       3      10
2019-06-10 01:31:16,265 | base_dataset.py | line 319:  132 |  21.8  70.3  31.0    7.7      11       3      46
Time elapsed: 39.49 seconds
